0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-605.1427,68.521454,-8.361052,13.0043955,-2.3967493,3.230742,-15.121303,-5.1807413,-18.975708,-3.3036299,-1.9228754,-4.1792274,-9.036292,-9.761712,-2.6612158,-1.3395815,-11.4180355,-5.0033193,-6.736261,-8.539978,-10.630725,-3.2152514,-10.33463,-6.1109643,-2.867639,-6.696833,-5.275638,-2.9802625,-6.00129,1.3437489,0.72059536,1.6265473,-0.74024665,-7.06408,-4.5434833,-2.6530297,3.5188587,9.071066,13.657222,12.801324,calm
-597.78046,67.23414,-12.9738035,12.687976,-3.9924157,0.3643896,-14.966174,-3.5688593,-21.49704,-3.8375807,-1.7619104,-3.9109313,-9.825191,-10.108946,-2.9186683,-1.2192981,-12.161566,-3.9867778,-8.173891,-8.798455,-11.351835,-3.536431,-10.49679,-5.7638936,-3.8869731,-7.0759997,-6.629962,-3.8081136,-3.9235184,0.8962725,1.011435,2.7024064,-0.8589842,-7.284656,-4.082147,-2.0643594,4.5141325,9.871031,13.84057,14.3698635,calm
-540.5279,55.64509,-22.757004,14.550138,-6.311133,-2.3098094,-19.471716,-2.3912563,-22.640491,-4.70863,-1.2583592,-8.830282,-3.930669,-5.5674615,-8.579678,2.982846,-12.481757,-6.6656904,-4.735673,-5.5439553,-10.290762,-1.8767701,-8.375475,-7.8569145,-2.466081,-6.9649763,-8.318003,-3.1585352,-4.0857415,-1.9563091,1.7758086,-0.13250113,0.09112417,-4.571279,-5.5250945,-3.878816,1.5844494,5.806324,10.450196,10.910752,happy
-540.70917,62.377453,-26.484024,16.894981,-3.4708803,-1.3301338,-19.79502,-2.300551,-24.39739,-5.136485,-1.804595,-9.832008,-5.6414094,-3.545448,-10.04693,2.387582,-11.670635,-6.021804,-4.234735,-4.932386,-9.195614,-1.857672,-7.504191,-7.057724,-2.8303816,-5.1128006,-7.314047,-3.637368,-4.482518,-1.5427202,1.4891202,-0.40341866,-0.8425935,-6.185801,-5.2868834,-4.567268,1.8373909,6.94051,10.229337,12.611172,happy
-547.6045,49.83038,-22.468397,15.609225,-9.784516,0.48367256,-19.887363,-5.147219,-20.380232,-5.882834,-1.4853921,-7.0233774,-4.8674893,-4.7129827,-9.7316475,3.2486076,-13.6314745,-6.444442,-3.6864953,-6.8128314,-10.315743,-1.4737836,-6.619265,-7.8737583,-3.1330972,-5.2648053,-7.892646,-2.968025,-4.219164,-1.9708164,1.4196185,-0.7298577,0.35914686,-2.968176,-4.081074,-1.7774465,2.2378466,5.503698,8.613697,9.709553,happy
-526.22626,52.201744,-19.855133,9.643092,-8.012253,-1.9836656,-20.188116,-5.3448925,-20.505299,-5.780634,-0.5794744,-8.656974,-5.2369056,-6.6104593,-11.292853,3.211261,-13.860398,-6.4239583,-2.6489363,-6.8405013,-9.898596,-2.5101867,-8.314205,-7.34021,-6.273309,-6.1031547,-6.7251782,-3.5268598,-3.9272528,-1.5232316,1.0603424,-0.22716577,-0.4481803,-6.162482,-3.8921747,-3.2070935,1.2241776,5.6996384,10.396824,10.305075,happy
-462.20734,49.578888,-21.027275,12.288591,-5.771874,-2.1294725,-19.328764,-3.6836522,-19.008533,-8.220993,-2.8408825,-8.576491,-4.630065,-1.3775721,-12.627424,2.885855,-11.423713,-8.107798,-3.1566436,-4.5429645,-10.350301,-2.1246324,-6.011705,-7.1069994,-5.5541677,-3.8475516,-8.978849,-4.017015,-2.7270577,-1.3995448,3.8304746,0.08087319,-1.0985249,-4.601507,-5.917893,-1.5309927,4.3210683,11.227722,12.996005,10.583578,happy
-493.04083,50.346706,-23.265991,14.305022,-6.432943,-4.5035048,-21.072456,-2.324056,-23.661194,-5.9460125,-2.4716215,-9.847256,-5.2826533,-2.9033556,-13.470572,2.6279106,-13.344578,-6.6316905,-3.1691194,-4.670661,-11.291735,-2.299608,-6.638522,-9.345331,-4.0211883,-5.7322254,-9.121232,-3.4548688,-5.1150246,-2.14638,3.1060116,0.20753412,-1.7010808,-6.122022,-7.9232283,-4.0894985,4.45212,9.694612,12.061158,12.682372,happy
-460.97852,47.105022,-26.603594,11.888511,-8.430061,-5.845981,-24.263952,-4.1924105,-22.103437,-6.094235,-3.3812757,-8.318949,-3.9260879,-3.8111572,-14.679282,4.68898,-13.28028,-8.022773,-2.724895,-5.7577024,-10.678613,-4.266191,-5.380726,-10.4078245,-5.2986617,-4.605395,-8.553916,-3.8257885,-1.0710026,-2.3669655,4.2950773,0.32146227,-1.7497319,-4.105731,-6.011069,-2.5904913,6.508561,9.296939,12.520708,12.407761,happy
-476.72748,53.46243,-26.897545,12.363527,-9.169267,-2.007658,-23.35624,-4.7172446,-23.407438,-7.9742875,-2.752589,-9.362766,-5.8336205,-2.4709506,-14.79209,3.0822496,-10.791158,-10.382785,-2.6036124,-5.2375426,-11.079003,-4.8964124,-6.9645057,-8.089846,-8.58208,-3.6897006,-8.486405,-4.4282084,-0.890622,-1.0196532,3.388742,2.1415982,-3.9349504,-6.6529317,-6.283901,-0.95983803,6.8387904,13.022931,11.573912,9.206422,happy
-617.8704,65.72651,-7.7355523,13.504491,-1.2080368,-0.17787272,-10.655211,-7.517921,-19.232666,-7.2763467,-4.965488,-2.936886,-6.669878,-7.507548,-4.676847,2.6410763,-11.587781,-4.1382384,-5.374205,-4.5828466,-9.230569,-3.2320473,-8.027596,-6.8590508,-2.2083895,-5.3070526,-6.5271606,-3.8471012,-6.51117,-4.265926,-2.66408,-2.3242476,1.9402679,-0.840318,-0.489323,-1.1165491,-2.136565,1.5659975,6.321378,12.248215,sad
-605.4042,61.18277,-15.785571,15.382209,-3.2677462,-5.304225,-11.783874,-6.435445,-22.39298,-6.618548,-5.9299927,-3.7733972,-5.5116553,-8.340958,-3.2120993,0.01892082,-11.7812195,-6.3949275,-6.051774,-3.2473068,-8.892976,-1.6543453,-6.9854527,-8.662329,-5.4372,-4.817856,-6.845576,-3.307117,-5.4854712,-4.7151756,-3.7120936,-4.65121,-0.3741134,-2.104618,0.5644416,-1.1513505,-0.47033545,2.6425219,5.8538465,13.2439165,sad
-621.87085,64.94746,-6.4026356,14.493887,-1.627124,3.51035,-12.605418,-10.760942,-20.220953,-2.5555625,-3.894258,-7.095828,-6.729596,-9.101015,-1.3408481,2.6583712,-12.529889,-3.970835,-4.1935916,-7.4193597,-10.949576,-2.8595955,-8.760388,-8.571171,-2.9503663,-6.536802,-5.6894207,-4.3405004,-6.300513,-3.5498307,-4.0182514,-1.2485027,1.3610806,-1.8029927,-0.8094698,-0.39305001,0.9285952,2.9378235,8.570859,13.766385,sad
-569.0223,57.840153,-15.744514,13.381923,-5.420011,-2.4411452,-11.144705,-7.6441627,-22.622164,-4.277094,-4.0637326,-5.3734417,-6.1453032,-9.524937,-3.014356,0.6450728,-13.668348,-4.564741,-4.6613765,-5.604459,-10.981764,-4.922436,-9.083433,-7.3688555,-4.025055,-5.2701807,-6.8674707,-3.7139778,-5.7219524,-4.7598667,-4.0337033,-1.1788201,0.94426686,-1.3649242,0.38970822,-2.3687775,-1.3558116,1.4150707,5.641444,13.998138,sad
-553.98096,58.5583,-19.178612,11.699551,-1.9647313,-2.155236,-12.429047,-6.4919353,-21.204136,-4.9110246,-5.2012534,-5.812167,-4.2907987,-5.080932,-9.355706,3.1831336,-9.684106,-7.599407,-4.8087773,-2.6504335,-10.410825,-2.7439783,-3.8913555,-6.9439197,-4.477827,-3.2699099,-7.338375,-2.5779998,-5.66577,-4.7634873,-1.4688103,-2.460717,1.294711,2.5186064,1.8415062,0.79436356,3.1544065,3.0399387,9.8052635,9.76255,sad
-581.96185,54.840195,-16.995512,13.663654,-4.468616,-5.6573935,-12.080236,-7.2113633,-20.497313,-6.6255736,-6.6925645,-5.557902,-6.999963,-3.97681,-10.704303,1.3451406,-10.86903,-5.91172,-3.3135502,-3.478542,-10.210192,-3.353002,-5.646633,-9.738047,-5.7954006,-3.9634042,-7.330417,-1.6589925,-6.0789723,-5.1733947,-2.4187498,-2.1238236,1.9651304,0.58635825,0.62042314,0.7177452,1.4034791,3.0547805,9.981274,11.003724,sad
-531.9701,55.66016,-21.435432,11.167104,-5.7804937,-0.7073365,-17.574469,-6.138992,-24.38446,-9.082846,-1.1123375,-5.7490435,-6.5713515,-2.0934117,-11.424051,2.0563846,-8.081042,-9.044226,-4.6029134,-3.8830674,-9.950795,-4.785547,-3.559832,-6.2615266,-8.253805,-3.538362,-5.924718,-5.489241,-2.0856302,-2.3515692,-0.81200576,0.3710293,-0.13024096,-0.7506134,-1.9268544,-0.6570912,2.2126212,6.510367,10.338017,10.278188,sad
-519.8133,53.35351,-22.549877,11.484571,-4.0752306,-3.3190975,-16.941399,-7.927776,-24.568995,-10.196486,-4.654776,-6.12005,-7.071587,-2.656177,-10.949285,2.1012807,-9.261414,-11.140076,-5.150295,-3.369269,-10.862683,-6.0398736,-2.9369018,-7.3723674,-7.989735,-4.124818,-6.480774,-6.4072156,-3.6908624,-3.1296537,-1.078397,1.3488387,0.6136997,0.64334005,-2.6912243,-0.30518556,3.1774902,7.567838,11.961298,11.211439,sad
-469.5239,56.968586,-23.069786,18.357208,-6.828978,-2.9194343,-8.400423,0.0019766993,-15.037283,-1.291961,-5.003864,-3.262637,-5.1024413,-2.2625558,-5.307255,3.141002,-9.390367,-3.2843635,-1.5984658,-4.8542037,-8.31446,-0.24641863,-6.6300206,-2.965707,-3.0987027,-2.9581861,-5.6775355,-2.7470045,-4.693756,-3.977863,-1.4703001,1.6188874,2.453538,-0.52492875,-2.857596,-0.9080351,-0.22394784,4.44853,6.4613633,7.613035,angry
-470.85074,52.551712,-21.17204,17.688982,-10.224922,-5.6953535,-10.095732,-1.1545314,-17.357307,0.41454732,-7.3798394,-1.7885369,-5.459489,-2.343755,-5.2605186,-0.5779606,-10.125141,1.1207054,-7.0672584,-4.4943194,-6.687598,-2.5756698,-6.4858465,-4.29952,-3.7426145,-4.152312,-5.677208,-2.389482,-5.97444,-2.858309,-1.0674372,1.9076661,1.1684933,0.047369465,-0.03415191,-1.8536892,0.5807981,3.178546,4.349,7.2436004,angry
-460.57288,48.1962,-20.178076,16.752794,-6.202246,-3.3862348,-12.630749,-0.39774227,-23.229252,0.9720002,-7.213216,-2.6709678,-3.863667,-1.6609712,-8.246468,3.5755055,-12.591576,-1.2382401,-5.1133375,-4.5101476,-7.7574553,-3.412288,-6.0755186,-5.654439,-4.0937004,-3.464111,-8.037473,-2.040421,-4.983758,-3.2452326,-1.0456415,2.0668037,1.9048587,-2.4674191,-3.5043025,-2.773744,0.29077226,5.3137083,6.5706463,8.491587,angry
-445.214,49.051147,-18.669867,15.861994,-9.291295,-4.1726227,-11.94731,-0.10469014,-18.19912,-6.6659203,-5.4789205,-5.995245,-4.0100727,-4.2629905,-7.738643,0.612095,-12.781628,-3.491059,-3.674361,-6.928206,-9.0524645,-1.8483552,-8.436843,-5.9704165,-4.095136,-2.7679315,-7.8219905,-2.7054913,-5.7628574,-4.061785,-0.8895893,-2.0749693,1.5760045,-1.9272585,-1.8370067,-0.67651355,0.37872145,4.3829927,6.853693,8.23021,angry
-382.36414,53.98069,-28.662638,13.47578,-9.580713,-3.9383006,-18.28393,-1.4722779,-22.43216,-1.1685094,-5.96756,-7.2446046,-6.299877,-1.1904743,-9.012403,0.9845219,-9.097219,-4.926556,-4.911079,-4.6963487,-10.302151,-2.9427092,-7.3558145,-6.394102,-5.442026,-3.3872213,-7.6894274,-2.9853647,-4.237754,-2.4182374,1.2611805,0.43393487,0.4813574,-0.97590554,-0.40018973,-0.9373153,2.8331497,2.8449588,6.705524,5.34668,angry
-367.18066,57.854626,-37.90718,15.612677,-13.011862,-0.61563605,-23.1678,-3.2437005,-26.425585,-0.47270355,-5.9408107,-5.2188683,-5.216479,0.30003405,-13.6811,6.998849,-12.826536,-2.854843,-5.9860654,-4.299132,-11.10311,0.31194422,-7.8990073,-4.069337,-6.3495903,-2.7272987,-7.606559,-3.7745473,-5.7736645,-3.7819514,0.9106014,2.0259905,3.9892173,1.1230595,0.17653953,1.437974,3.7218726,6.210607,8.557845,6.873568,angry
-380.07172,52.67791,-33.913826,10.14614,-11.870185,-1.070898,-22.113962,-6.247452,-27.449223,-0.303969,-5.8726587,-5.720932,-6.807496,-3.2324603,-9.923215,1.9795002,-12.869359,-7.4015484,-4.6432667,-6.47076,-11.570074,-4.167131,-9.717894,-6.561434,-6.6187854,-3.0207014,-5.515453,-2.3810189,-5.5408034,-3.1925342,0.24557406,-0.12644611,4.43707,0.7714621,0.92052567,0.21201761,0.9923599,1.5052683,6.2491126,6.075163,angry
-357.7677,57.735035,-33.78822,9.227865,-7.221813,-5.3869395,-23.169554,-1.543923,-26.306372,-0.7718151,-1.7091317,-8.631465,-6.363968,-3.2805357,-9.513457,3.0103657,-12.8577795,-3.996922,-5.5665746,-4.534475,-11.293837,-3.9621055,-8.405227,-4.4669394,-7.629627,-2.1782682,-6.3807716,-2.5459046,-3.638006,-0.23525634,2.552132,3.4570796,3.3918188,-0.48365557,-0.43282276,0.2894097,-0.038975015,2.089296,4.820948,6.4137726,angry
-554.79144,58.811184,-22.426716,16.84486,-5.255564,-3.9710732,-15.396115,-4.886544,-17.792368,-7.1835413,-2.8284729,-7.693265,-6.012491,-3.9088414,-7.7189994,3.394081,-13.115234,-7.048956,-2.2779284,-5.974276,-9.614062,-3.2859323,-7.342966,-7.1677933,-1.9646086,-5.0035143,-5.1890354,-0.61408114,-7.128729,-3.4521685,-3.0589454,-2.9073114,2.3601065,0.3535591,1.018798,-0.76118094,-0.013730942,0.40651953,7.6470337,10.348066,fearful
-579.5004,57.59273,-22.964724,13.834575,-5.3162117,-5.263845,-14.610177,-5.086716,-21.605633,-6.6950774,-2.9455097,-5.863311,-8.798107,-4.788021,-10.913596,1.7433132,-9.975437,-6.2608843,-4.8436346,-5.0216513,-11.355325,-5.6520586,-5.358095,-9.55739,-5.216148,-4.0597787,-8.109453,-3.4605455,-5.7788234,-5.7016797,-2.4192865,-1.2779275,1.4532027,0.48669046,0.0729761,0.1775327,1.2119359,3.0275617,7.3154864,10.810223,fearful
-545.04626,58.489002,-17.356094,10.875039,-2.9058359,-1.886791,-16.461573,-3.8367581,-18.267126,-9.270202,-4.3209615,-5.1197777,-7.59386,-3.850511,-9.488465,0.48948616,-8.150916,-8.735756,-6.70425,-2.8789332,-10.550386,-6.427382,-5.7430964,-6.6376705,-9.528031,-2.119748,-8.973266,-3.7278297,-3.3234863,-4.312056,0.66127944,0.10696054,1.8749278,-0.36127046,-3.277567,-2.1273828,0.9511,5.8019447,9.1235285,11.995884,fearful
-533.29565,58.93722,-20.667942,12.153096,-2.8900616,-3.8118114,-17.23979,-8.795484,-21.979834,-7.701922,-2.1019623,-6.313004,-8.080779,-1.7592645,-8.945481,2.590736,-8.451661,-10.787427,-3.4013655,-4.527656,-10.58063,-4.494311,-3.8131962,-7.8288817,-7.753984,-3.0251458,-8.166636,-1.5519835,-3.6347744,-4.154944,-0.2044642,-0.17588823,2.4828622,-0.5701521,-2.0469034,-0.43689847,3.3061302,6.1607075,11.514371,12.967265,fearful
-493.66632,56.88758,-23.070997,9.439086,-4.0854983,-4.189908,-18.530394,-3.6389241,-22.007313,-11.977725,-4.109799,-8.082031,-11.215057,-2.111833,-11.332754,-1.0043019,-8.944084,-9.530626,-5.827776,-0.293647,-9.250101,-5.0468197,-4.710634,-6.6115985,-7.961498,-2.8481696,-5.433787,-6.508658,-3.6435454,-3.4740014,-1.498289,-0.13080482,0.48748302,-1.0823151,-0.38112256,0.60231847,3.7583578,7.0075703,8.536889,6.1219745,fearful
-456.2687,62.14687,-23.870625,9.168935,-2.2126844,-1.8743144,-17.709143,-6.3215337,-25.312466,-9.191378,-5.8283052,-7.0248666,-8.430226,1.0359641,-11.600207,2.7071872,-7.583839,-11.714115,-4.707589,0.47839734,-9.708108,-3.1185,-5.0979004,-4.073732,-8.216556,-2.581139,-3.0110748,-6.227188,-1.7253219,-1.7960036,0.33779144,1.9000508,0.71324885,-2.1482902,-0.40518892,0.14590348,5.0001655,6.6632175,7.9251432,7.8040915,fearful
-432.32275,54.33274,-22.907427,10.044435,0.5770608,0.71588796,-18.076292,-7.930686,-22.7301,-4.301465,-3.7481933,-5.543459,-4.4028935,-0.95810336,-8.940761,7.5482984,-9.429585,-6.9144096,-1.2674477,-2.4414208,-8.295896,-2.7144275,-3.7680469,-3.9317636,-6.852547,-1.0204312,-6.0671,-1.1717662,-2.7693408,-2.3355746,0.84312874,0.024823125,0.31777924,-1.644885,-1.2765366,1.8384296,5.6195474,6.229317,7.831694,6.7686577,fearful
-453.80807,56.790592,-27.374208,9.293223,1.0885532,-2.1570315,-20.183321,-10.424574,-25.516682,-4.3826585,-1.9466372,-7.7362213,-4.310282,-1.0232866,-9.526166,8.473261,-10.114545,-6.385286,-3.4923594,-1.9880477,-8.294623,-2.6006548,-3.8993006,-3.752712,-7.728064,-0.75528055,-7.8857594,-1.6509349,-4.106921,-3.499755,-0.041424338,-0.25161374,0.8524696,-0.047824487,-0.1999919,2.5406165,5.9983363,9.105856,9.798737,8.494866,fearful
-553.21655,36.638985,-35.411156,8.533907,-19.019064,-8.101029,-7.077377,-14.674081,-10.359878,-0.5079926,-8.53053,-3.67535,-13.023062,7.354903,-14.710072,-3.6300318,-2.512701,8.275562,11.776247,21.65676,14.879991,9.035384,1.8066475,-5.238256,-3.2293944,0.6614316,-0.7996924,-2.5906749,-4.593048,-6.7658715,-2.7125375,0.2330807,-1.7876852,-6.0142827,-2.9903452,0.27502674,0.28457284,-0.72449505,3.8175564,9.512502,neutral
-545.3573,37.911488,-32.943424,8.931699,-21.418434,-6.8326755,-4.5252914,-17.885614,-9.253584,-1.7796928,-8.879857,-3.7215014,-12.067103,5.5014963,-13.976081,-5.638912,-3.2793038,6.6989856,11.0255375,22.294832,15.142244,9.255805,2.4050174,-6.991195,-3.6886349,-0.012080522,0.21380989,0.026671289,-3.9011776,-7.2450414,-2.1970613,0.4997161,-1.3252532,-7.1731806,-3.2185786,0.74407065,0.7664272,0.9835889,3.9867926,8.821032,neutral
-530.08386,30.152794,-34.563683,9.574082,-21.187012,-6.3212457,-9.152926,-16.37702,-10.628879,-0.9792893,-11.038616,-2.6359754,-12.066917,7.3878736,-14.426412,-3.8867652,-1.7976004,7.981743,12.712958,24.976707,17.394917,10.251546,0.54692006,-8.058398,-3.7968204,0.6565933,1.4129307,-2.2390108,-4.906937,-7.6494355,-2.6623738,0.1010926,-2.2268195,-7.0661902,-3.0507672,1.2692279,0.16675775,0.45865455,3.3885486,9.275138,neutral
-529.45746,35.983887,-34.191166,5.5895905,-21.283846,-9.243513,-8.900265,-18.199436,-10.441176,-1.438399,-11.166224,-2.1244197,-13.846587,4.98968,-14.857046,-4.8927326,-2.145911,6.2221837,10.746182,21.952553,15.330308,9.707416,1.8493712,-6.121519,-3.266794,0.81317914,1.6712638,-1.3082095,-2.9640272,-7.9726377,-2.1817558,-0.8233631,-1.4491616,-6.246384,-3.7699676,1.2411615,-0.69761527,0.6389932,3.4218042,9.731523,neutral
-579.1764,39.86869,-28.245771,2.1595871,-27.303478,-7.3518543,-2.7038624,-18.437988,-8.567716,-4.2074447,-9.921675,-4.093715,-13.46082,5.677397,-7.871024,-0.8961643,-0.9439094,5.853746,10.049743,21.97884,19.511805,17.829557,4.466497,-10.452976,-7.743155,0.45115134,2.2339501,-0.06529824,-8.276459,-7.078268,2.6454277,4.953122,-2.3283145,-10.603343,-5.6840773,-2.5652611,-3.1188035,-1.0517608,6.26365,12.4244375,calm
-593.11053,42.779125,-25.433323,5.79678,-26.546785,-5.9165006,-4.463858,-16.926266,-8.114519,-1.6009346,-9.031027,-5.783866,-14.268362,5.5204906,-10.888605,-0.5591668,-4.0146823,6.0626717,8.936124,19.027164,18.131659,13.938388,5.317603,-9.155917,-6.8875933,-0.8933889,1.2352315,2.0363457,-7.3252645,-8.254823,3.5452204,6.7282405,0.102355644,-8.433395,-6.0398884,-2.8064337,-2.7490215,-1.1553092,6.0406694,12.167745,calm
-573.50116,39.50035,-23.954567,2.6080976,-28.167732,-5.4601846,-6.752223,-16.602793,-10.879935,-4.272185,-12.876818,-6.5238924,-14.952986,5.5968246,-8.803132,-2.7144732,-3.3988676,2.958945,6.3761744,20.24457,18.078968,17.843756,7.6484528,-9.443075,-8.384818,-1.508123,1.9851195,3.5316908,-6.021496,-7.4969983,2.8962371,7.5517545,1.3847979,-7.631906,-6.471526,-2.8441303,-2.9540975,-1.004355,2.6365418,11.11592,calm
-574.0112,36.813087,-26.002197,1.5397426,-26.217731,-5.034495,-7.434901,-16.550413,-7.7592363,-3.859899,-12.743005,-8.108685,-15.219028,5.3584166,-10.482388,-3.3753872,-3.9720445,1.531564,5.91935,20.212336,18.174366,19.015299,7.868213,-9.530932,-9.191995,-2.8023722,1.972173,2.4934177,-6.8346605,-8.956642,0.8401547,6.802119,1.6433967,-7.8395224,-6.644122,-3.7502186,-1.8387629,-2.974224,3.9885955,12.121266,calm
-595.4447,42.331707,-22.909979,4.7732363,-26.428358,-6.8202734,-2.6032627,-15.701896,-8.244888,-1.3305541,-9.710096,-5.487407,-12.858798,5.1711307,-7.641908,0.60348296,-2.5601857,3.9861479,7.669211,16.658966,17.334084,15.2296715,6.6403284,-8.612673,-6.8594594,-1.6821269,1.5163794,2.8060865,-6.1929784,-6.839194,3.3797586,6.8674507,1.3220769,-5.9662147,-6.22692,-2.4174945,-2.631543,-0.25986475,4.446153,9.940685,calm
-576.21173,42.293335,-25.976583,2.6930835,-27.611681,-6.3167143,-5.060551,-20.30102,-10.546361,-4.250295,-10.830652,-7.1152906,-15.771334,3.539006,-9.867435,-0.7371649,-3.2446947,5.296712,7.9489503,20.43637,18.328281,15.992642,5.191578,-9.452345,-7.478001,-1.7585676,0.8402078,1.4540081,-6.8275056,-6.4627824,2.9676788,6.0712795,0.111580476,-7.842415,-6.2782264,-4.167909,-3.0117598,-0.17853896,5.681873,12.366031,calm
-576.5554,38.96257,-21.512495,-2.2447028,-30.15804,-7.2483244,-5.6659083,-16.443073,-11.22111,-4.6611733,-12.936379,-5.344505,-15.221867,4.2862387,-9.29608,0.56614983,-3.6493573,6.013539,8.487846,22.811666,20.254663,16.52453,7.156831,-9.539434,-6.896818,-0.63909197,1.2821436,2.3489685,-6.072009,-5.269657,5.176945,8.030266,0.75327057,-6.4637823,-5.3494177,-2.0458424,-3.3161016,0.84694785,7.390253,14.04645,calm
